UID;KSEF_REF;KSEF_DATA;SYMBOL;NAZWA_SKR;NAZWA_PEL;ADRES;KRAJ;KOD;MIASTO;NIP_KOD;NIP;NUMER_DOK;DATA_DOK;L_FAKT;LPARA;LFISK;FAKTURA;DATA_FAKT;WARTOSC_Z;WARTOSC_R;FORMA_P;TERMIN_P;FAKTURA_MP;NETTO22;VAT22;NETTO12;VAT12;NETTO07;VAT07;NETTO03;VAT03;NETTO0;NETTOZWOL;NETTO_NP;TYP_FAKT;NOTATKI;NETTO81;VAT81;NETTO82;VAT82;NETTO83;VAT83;NETTO84;VAT84;BEZODL;UWAGI;DATA_DOST;WALUTA;KURS;TABELA;TABELA_D;CENA_BRT;NETTO;BRUTTO;VAT;OZN_VAT;GTU_01;GTU_02;GTU_03;GTU_04;GTU_05;GTU_06;GTU_07;GTU_08;GTU_09;GTU_10;GTU_11;GTU_12;GTU_13;SW;EE;WSTO_EE;IED;TP;TT_WNT;TT_D;MR_T;MR_UZ;I_42;I_63;B_SPV;B_SPV_DOST;B_MPV_PROW;ZLY_DLUG
;;;"FA";"Emskiego";"Emskiego  Stanisławski Marcin";"ul. Rajdowa 10";;"05-850";"Konotopa";;"538-162-84-35";"FA 00011/01/2020";2020-01-22;1;0;0;"00011/01/2020";2020-01-22;0.00;0.00;"Przelew  14 dni";2020-02-05;0;1600.00;368.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-01-22;"PLN";1.0000;;;0;1600.00;1968.00;368.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"IREKS PROKOPOWICZ";"IREKS PROKOPOWICZ Sp.z o.o";"Milejowice ul. Cerekiewska 55";;"26-652";"Zakrzew";;"796-22-06-116";"FA 00012/01/2020";2020-01-22;1;0;0;"00012/01/2020";2020-01-22;0.00;0.00;"Przelew  14 dni";2020-02-05;0;1350.00;310.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-01-22;"PLN";1.0000;;;0;1350.00;1660.50;310.50;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Renault Polska";"Renault Polska Sp.z o.o.";"ul. Marynarska 13";;"02-674";"Warszawa";;"526-020-59-83";"FA 00013/01/2020";2020-01-22;1;0;0;"00013/01/2020";2020-01-22;0.00;0.00;"Przelew  14 dni";2020-02-05;0;700.00;161.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-01-22;"PLN";1.0000;;;0;700.00;861.00;161.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"CEDC";"CEDC INTERNATIONAL sp. z o.o.";"ul. Kowanowska 48";;"64-600";"Oborniki Wielkopolskie";;"5260209395";"FA 00014/01/2020";2020-01-22;1;0;0;"00014/01/2020";2020-01-22;0.00;0.00;"Przelew  14 dni";2020-02-05;0;350.00;80.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-01-22;"PLN";1.0000;;;0;350.00;430.50;80.50;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"AMRENTS";"AMRENTS Muszyński Adam";"ul. Młynarska 13a lok 89";;"05-500";"Piaseczno";;"123-08-19-862";"FA 00015/01/2020";2020-01-22;1;0;0;"00015/01/2020";2020-01-22;0.00;0.00;"Przelew  14 dni";2020-02-05;0;1080.00;248.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-01-22;"PLN";1.0000;;;0;1080.00;1328.40;248.40;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Radosław Dzieszkowski";"Radosław Dzieszkowski";"ul. Dereniowa 7 m 49";;"02-776";"Warszawa";;;"FA 00016/01/2020";2020-01-22;1;0;0;"00016/01/2020";2020-01-22;0.00;0.00;"przelew 3 dni";2020-01-25;0;0.00;0.00;0.00;0.00;4000.00;320.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-01-22;"PLN";1.0000;;;0;4000.00;4320.00;320.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Marcin Głuszkowski";"Marcin Głuszkowski";"ul. Sokołowska 9 m 267";;"01-142";"Warszawa";;;"FA 00017/01/2020";2020-01-22;1;0;0;"00017/01/2020";2020-01-22;0.00;0.00;"przelew 3 dni";2020-01-25;0;0.00;0.00;0.00;0.00;3480.00;278.40;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-01-22;"PLN";1.0000;;;0;3480.00;3758.40;278.40;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Jarpol";"Budownictwo Drogowe JARPOL S.A.";"ul. Grenadierów 8/25";;"04-062";"Warszawa";;"1132164710";"FA 00018/01/2020";2020-01-22;1;0;0;"00018/01/2020";2020-01-22;0.00;0.00;"Przelew  14 dni";2020-02-05;0;6680.00;1536.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-01-22;"PLN";1.0000;;;0;6680.00;8216.40;1536.40;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FZ";"Anna Malinowska";"Anna Malinowska";"ul. Mleczarska 13G/1";;"05-500";"Nowa Iwiczna";;;"FZ 00001/01/2020";2020-01-22;1;0;0;"00001/01/2020";2020-01-22;4501.98;0.00;"przelew 3 dni";2020-01-25;0;0.00;0.00;0.00;0.00;4168.50;333.48;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-01-22;"PLN";1.0000;;;0;4168.50;4501.98;333.48;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Janusz Bednarzak";"Janusz Bednarzak";"ul. Krasnobrodzka 13 m 203";;"03-214";"Warszawa";;;"FA 00019/01/2020";2020-01-23;1;0;0;"00019/01/2020";2020-01-23;10681.20;0.00;"gotówka";2020-01-23;0;0.00;0.00;0.00;0.00;9890.00;791.20;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-01-23;"PLN";1.0000;;;0;9890.00;10681.20;791.20;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"CMP centrum medyczne";"Centrum Medyczne Puławska  Sp. z o.o.";"ul. Puławska 49";;"05-500";"Piaseczno";;"123-09-55-789";"FA 00020/01/2020";2020-01-24;1;0;0;"00020/01/2020";2020-01-24;0.00;0.00;"Przelew  14 dni";2020-02-07;0;250.00;57.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-01-24;"PLN";1.0000;;;0;250.00;307.50;57.50;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Explo Service";"Explo Service K.Jędrzejczak, J. Wojciechowski Sp.Jawna";"ul.Kościuszki 9";;"02-495";"Warszawa";;"522-121-08-56";"FA 00021/01/2020";2020-01-24;1;0;0;"00021/01/2020";2020-01-24;0.00;0.00;"Przelew  14 dni";2020-02-07;0;760.00;174.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-01-24;"PLN";1.0000;;;0;760.00;934.80;174.80;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Multi-Production";"MULTI-PRODUCTION Sp. z o.o.";"ul. Młynarska 39/2";;"05-500";"Piaseczno";;"5262742432";"FA 00022/01/2020";2020-01-24;1;0;0;"00022/01/2020";2020-01-24;0.00;0.00;"Przelew  14 dni";2020-02-07;0;8500.00;1955.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-01-24;"PLN";1.0000;;;0;8500.00;10455.00;1955.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Instytut Fizjologii mochn";"Instytut Fizjologii i Patologii Słuchu";"ul. Mochnackiego 10";;"02-042";"Warszawa";;"526-17-44-423";"FA 00023/01/2020";2020-01-28;1;0;0;"00023/01/2020";2020-01-28;0.00;0.00;"Przelew  14 dni";2020-02-11;0;180.00;41.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-01-28;"PLN";1.0000;;;0;180.00;221.40;41.40;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Główny Inspektorat";"Główny Inspektorat Ochrony Roślin i Nasiennictwa";"Al. Jana Pawła II 11";;"00-828";"Warszawa";;"5262605468";"FA 00024/01/2020";2020-01-28;1;0;0;"00024/01/2020";2020-01-28;0.00;0.00;"Przelew  14 dni";2020-02-11;0;180.00;41.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-01-28;"PLN";1.0000;;;0;180.00;221.40;41.40;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Maria Przepiórkowska";"Maria Przepiórkowska";"Korzeniówka ul. Tarczyńska 13";;"05-504";"Złotokłos";;;"FA 00025/01/2020";2020-01-29;1;0;0;"00025/01/2020";2020-01-29;3800.00;0.00;"gotówka";2020-01-29;0;0.00;0.00;0.00;0.00;3518.52;281.48;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-01-29;"PLN";1.0000;;;0;3518.52;3800.00;281.48;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Espes";"Espes Sp. z o.o";"ul. Ewy 4";;"05-816";"Opacz-Kolonia";;"5342144288";"FA 00001/02/2020";2020-02-03;1;0;0;"00001/02/2020";2020-02-03;0.00;0.00;"Przelew  14 dni";2020-02-17;0;2260.00;519.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-02-03;"PLN";1.0000;;;0;2260.00;2779.80;519.80;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Przedsiębiorstwo Wodociąg";"Przedsiębiorstwo Wodociągów i Kanalizacji w Piasecznie Sp. z o.o.";"ul. Żeromskiego 39";;"05-500";"Piaseczno";;"1231171794";"FA 00002/02/2020";2020-02-03;1;0;0;"00002/02/2020";2020-02-03;0.00;0.00;"Przelew  14 dni";2020-02-17;0;200.00;46.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-02-03;"PLN";1.0000;;;0;200.00;246.00;46.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Julia Szwoch";"Julia Szwoch";"ul. 3-go Maja 2 m 130";;"00-391";"Warszawa";;;"FA 00003/02/2020";2020-02-03;1;0;0;"00003/02/2020";2020-02-03;0.00;0.00;"przelew 3 dni";2020-02-06;0;0.00;0.00;0.00;0.00;1800.00;144.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-02-03;"PLN";1.0000;;;0;1800.00;1944.00;144.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Łukasz Starańczak";"Łukasz Starańczak";"ul. Pokrętna 36";;"05-500";"Nowa Iwiczna";;;"FA 00004/02/2020";2020-02-03;1;0;0;"00004/02/2020";2020-02-03;0.00;0.00;"przelew 3 dni";2020-02-06;0;0.00;0.00;0.00;0.00;7870.38;629.63;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-02-03;"PLN";1.0000;;;0;7870.38;8500.01;629.63;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Michał Jakóbczyk";"Michał Jakóbczyk";"ul. Krasickiego 124M lok 2";;"05-500";"Nowa Wola";;;"FA 00005/02/2020";2020-02-06;1;0;0;"00005/02/2020";2020-02-06;4000.00;0.00;"gotówka";2020-02-06;0;0.00;0.00;0.00;0.00;3703.70;296.30;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-02-06;"PLN";1.0000;;;0;3703.70;4000.00;296.30;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Łukasz Kulesza";"Łukasz Kulesza";"ul. Kubusia Puchatka 3";;"05-090";"Sękocin Stary";;;"FA 00006/02/2020";2020-02-07;1;0;0;"00006/02/2020";2020-02-07;0.00;0.00;"przelew 3 dni";2020-02-10;0;0.00;0.00;0.00;0.00;4800.00;384.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-02-07;"PLN";1.0000;;;0;4800.00;5184.00;384.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"CMP centrum medyczne";"Centrum Medyczne Puławska  Sp. z o.o.";"ul. Puławska 49";;"05-500";"Piaseczno";;"123-09-55-789";"FA 00007/02/2020";2020-02-07;1;0;0;"00007/02/2020";2020-02-07;0.00;0.00;"Przelew  14 dni";2020-02-21;0;1010.00;232.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-02-07;"PLN";1.0000;;;0;1010.00;1242.30;232.30;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"IFS Eastern Europe nowy";"Industrial and Financial Systems Central and Eastern                                                     Europe Sp. z o.o.";"ul. M. Flisa 4";;"02-247";"Warszawa";;"526-25-06-111";"FA 00008/02/2020";2020-02-07;1;0;0;"00008/02/2020";2020-02-07;0.00;0.00;"Przelew  14 dni";2020-02-21;0;800.00;184.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-02-07;"PLN";1.0000;;;0;800.00;984.00;184.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Paweł Dąbrowski";"Paweł Dąbrowski";"ul. Braci Czapskich 59";;"05-532";"Pilawa";;;"FA 00009/02/2020";2020-02-12;1;0;0;"00009/02/2020";2020-02-12;0.00;0.00;"przelew 3 dni";2020-02-15;0;0.00;0.00;0.00;0.00;15750.00;1260.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-02-12;"PLN";1.0000;;;0;15750.00;17010.00;1260.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Espes";"Espes Sp. z o.o";"ul. Ewy 4";;"05-816";"Opacz-Kolonia";;"5342144288";"FA 00010/02/2020";2020-02-12;1;0;0;"00010/02/2020";2020-02-12;0.00;0.00;"Przelew  14 dni";2020-02-26;0;260.00;59.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-02-12;"PLN";1.0000;;;0;260.00;319.80;59.80;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Jerzy Puciłowski";"Jerzy Puciłowski";"ul. Lalewicza 13";;"02-819";"Warszawa";;;"FA 00011/02/2020";2020-02-13;1;0;0;"00011/02/2020";2020-02-13;4854.60;0.00;"Przelew  14 dni";2020-02-27;0;0.00;0.00;0.00;0.00;4495.00;359.60;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-02-13;"PLN";1.0000;;;0;4495.00;4854.60;359.60;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FZ";"Dariusz Bojko";"Dariusz Bojko";"Wola Boglewska 44a";;"05-604";"Wola Boglewska";;;"FZ 00001/02/2020";2020-02-13;1;0;0;"00001/02/2020";2020-02-13;0.00;0.00;"przelew 3 dni";2020-02-16;0;0.00;0.00;0.00;0.00;5040.00;403.20;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-02-13;"PLN";1.0000;;;0;5040.00;5443.20;403.20;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Magdalena Lindner";"Magdalena Lindner";"ul. Przy Wiatraku 7";;"05-500";"Nowa Iwiczna";;;"FA 00012/02/2020";2020-02-17;1;0;0;"00012/02/2020";2020-02-17;4500.00;0.00;"gotówka";2020-02-17;0;0.00;0.00;0.00;0.00;4166.67;333.33;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-02-17;"PLN";1.0000;;;0;4166.67;4500.00;333.33;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Anna Malinowska";"Anna Malinowska";"ul. Mleczarska 13G/1";;"05-500";"Nowa Iwiczna";;;"FA 00013/02/2020";2020-02-17;1;0;0;"00013/02/2020";2020-02-17;0.00;0.00;"przelew 3 dni";2020-02-20;0;0.00;0.00;0.00;0.00;9726.50;778.12;0.00;0.00;0.00;0.00;4168.50;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-02-17;"PLN";1.0000;;;0;13895.00;14673.12;778.12;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
